NAME,FUNCTION LOCATION,DESCRIPTION,PARAMETERS,RETURNS,DEPENDANCY,DEPENDANCY LOCATION
get_swig_target(source):,https://github.com//numpy/numpy/blob/master/numpy/distutils/command/build_src.py,,,,source ; mod ; source ; ,Body ;Argument ;Argument ;
get_swig_modulename(source):,https://github.com//numpy/numpy/blob/master/numpy/distutils/command/build_src.py,,,,source ; mod ; get ; find ; ,Body ;Body ;Argument ;Argument ;
"_find_swig_target(target_dir, name):",https://github.com//numpy/numpy/blob/master/numpy/distutils/command/build_src.py,,,,get ; join ; get ; get ; mod ; mod ; mod ; source ; ,Body ;Body ;Body ;Return ;Body ;Body ;Argument ;Argument ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/command/config_compiler.py,,,,int_func ; log ; ,Body ;Body ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py,,,,mod ; log ; min ; mean ; where ; where ; tri ; mean ; all ; int_func ; _all ; all ; new_fcompiler ; show_fcompilers ; dummy_fortran_file ; get ; get ; split ; split ; log ; all ; is_string ; all_strings ; is_sequence ; tri ; eq ; get ; make_temp_file ; get_shared_lib_extension ; find ; find_executable ; exec_command ; get ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
flaglist(s):,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py,,,,is_string ; tri ; split ; split ; ,Body ;Body ;Return ;Return ;
str2bool(s):,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py,,,,is_string ; tri ; tri ; eq ; ,Body ;Body ;Argument ;Argument ;
is_sequence_of_strings(seq):,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py," Abstract base class to define the interface that must be implemented    by real Fortran compiler classes.    Methods that subclasses may redefine:        update_executables(), find_executables(), get_version()        get_flags(), get_flags_opt(), get_flags_arch(), get_flags_debug()        get_flags_f77(), get_flags_opt_f77(), get_flags_arch_f77(),        get_flags_debug_f77(), get_flags_f90(), get_flags_opt_f90(),        get_flags_arch_f90(), get_flags_debug_f90(),        get_flags_fix(), get_flags_linker_so()    DON'T call these methods (except get_version) after    constructing a compiler instance or inside any other method.    All methods, except update_executables() and find_executables(),    may call the get_version() method.    After constructing a compiler instance, always call customize(dist=None)    method that finalizes compiler construction and makes the following    attributes available:      compiler_f77      compiler_f90      compiler_fix      linker_so      archiver      ranlib      libraries      library_dirs",,,all ; all_strings ; is_sequence ; tri ; eq ; real ; get ; find ; find_executable ; get ; get ; get ; get ; get ; fix ; get ; all ; any ; find ; find_executable ; get ; all ; all ; tri ; fix ; var ; var ; conv ; append ; all ; get ; conv ; tri ; _var ; _var ; var ; str2bool ; str2bool ; str2bool ; str2bool ; str2bool ; str2bool ; str2bool ; str2bool ; _var ; _var ; var ; fix ; _var ; _var ; var ; flaglist ; flaglist ; flaglist ; flaglist ; fix ; flaglist ; flaglist ; flaglist ; flaglist ; flaglist ; flaglist ; flaglist ; flaglist ; flaglist ; get ; flaglist ; flaglist ; flaglist ; flaglist ; fix ; source ; strip ; tri ; fix ; tri ; mod ; where ; where ; all ; tri ; mod ; mod ; where ; where ; mod ; get ; get_shared_lib_extension ; fix ; all ; new_fcompiler ; _var ; _var ; var ; _var ; _var ; var ; _var ; _var ; var ; copy ; all ; copy ; _var ; _var ; var ; _var ; _var ; var ; _var ; _var ; var ; copy ; copy ; tri ; tri ; get ; get ; get ; fix ; log ; min ; is_string ; tri ; split ; split ; is_sequence_of_strings ; is_sequence ; tri ; eq ; all ; where ; where ; find ; var ; less ; all ; find ; find_executable ; find ; find_executable ; is_sequence_of_strings ; is_sequence ; tri ; eq ; inv ; get ; get ; any ; get ; _var ; _var ; var ; unique ; unique ; add ; unique ; append ; unique ; unique ; unique ; find ; find_executable ; log ; log ; fix ; all ; find ; find_executable ; replace ; replace ; place ; all ; get ; get ; get ; get ; fix ; fix ; get ; fix ; get ; get ; get ; info ; get ; get ; get ; get ; get ; info ; all ; tri ; log ; info ; _var ; _var ; var ; tri ; _var ; _var ; var ; tri ; _var ; _var ; var ; tri ; find ; take ; find_executable ; take ; find ; find_executable ; get ; _var ; _var ; var ; get ; _var ; _var ; var ; get ; _var ; _var ; var ; _var ; _var ; var ; _var ; _var ; var ; fix ; split ; Parser ; split ; _var ; _var ; var ; split ; Parser ; split ; _var ; _var ; var ; _var ; _var ; var ; sum ; min ; _var ; _var ; var ; fix ; cov ; cov ; put ; where ; put ; where ; where ; where ; var ; all ; fix ; split ; Parser ; split ; fix ; _var ; _var ; var ; fix ; get ; amin ; min ; get ; add ; diff ; get ; _var ; _var ; all ; var ; get ; _var ; _var ; var ; get ; var ; fix ; get ; get ; _var ; _var ; var ; get ; get ; get ; _var ; _var ; var ; fix ; fix ; _var ; _var ; var ; startswith ; get ; join ; join ; _var ; _var ; var ; _var ; _var ; var ; _var ; _var ; var ; get ; get ; tri ; get ; append ; sort ; sort ; rate ; prod ; product ; has_f90_header ; get ; is_free_format ; is_free_format ; fix ; fix ; fix ; strip ; tri ; strip ; tri ; strip ; tri ; log ; info ; join ; get ; log ; info ; source ; join ; disp ; disp ; get ; mod ; mod ; mod ; strip ; tri ; mod ; strip ; append ; tri ; mod ; mod ; mod ; mod ; mod ; append ; mod ; mod ; get ; put ; put ; get ; put ; ix_ ; fix ; put ; ix_ ; fix ; put ; is_string ; tri ; put ; join ; put ; put ; put ; put ; put ; tri ; put ; put ; put ; strip ; put ; tri ; put ; strip ; put ; tri ; put ; is_string ; tri ; put ; put ; get ; get ; put ; log ; put ; is_string ; tri ; startswith ; get ; startswith ; var ; var ; var ; startswith ; get ; prod ; put ; put ; put ; put ; put ; rate ; place ; put ; put ; place ; put ; conv ; conv ; put ; put ; put ; put ; _all ; all ; ,Return ;Return ;Return ;Return ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Body ;Body ;Return ;Return ;Return ;Return ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;
load_all_fcompiler_classes():,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py, Cache all the FCompiler classes found in modules in the    numpy.distutils.fcompiler package.,,,mod ; all ; join ; mod ; split ; split ; mod ; mod ; mod ; mod ; mod ; get ; mod ; find ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
"_find_existing_fcompiler(compiler_types,",https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py,,,,eq ; get ; get_distribution ; tri ; get ; get_distribution ; tri ; new_fcompiler ; get ; eq ; new_compiler  ; log ; new_fcompiler ; get ; eq ; find ; _find_existing_fcompiler ; log ; find ; _find_existing_fcompiler ; log ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"available_fcompilers_for_platform(osname=None, platform=None):",https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py,,,,append ; append ; eq ; ,Body ;Body ;Argument ;
"get_default_fcompiler(osname=None, platform=None, requiref90=False,",https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py, Determine the default Fortran compiler to use for the given,,,min ; available_fcompilers_for_platform ; get ; get_default_fcompiler ; log ; info ; find ; _find_existing_fcompiler ; eq ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"new_fcompiler(plat=None,",https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py, Generate an instance of some FCompiler subclass for the supplied    platform/compiler combination.,,,eq ; rate ; _all ; all ; load ; load_all_fcompiler_classes ; load ; load ; get ; get_default_fcompiler ; eq ; mod ; mod ; join ; log ; add ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
show_fcompilers(dist=None):,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py," Print list of available compilers (used by the ""--help-fcompiler""    option to ""config_fc"").",,,tri ; tri ; parse_config ; _all ; all ; load ; load_all_fcompiler_classes ; load ; load ; available_fcompilers_for_platform ; log ; new_fcompiler ; get ; get ; show_fcompilers ; log ; log ; append ; dump ; append ; sort ; sort ; sort ; sort ; sort ; sort ; setup ; det ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
dummy_fortran_file():,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py,,,,make_temp_file ; fix ; has_f90_header ; ix_ ; fix ; ,Body ;Body ;Body ;Body ;Body ;
is_free_format(file):,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py," Check if file is in free format Fortran. # f90 allows both fixed and free format, assuming fixed unless # signs of free format are detected.    result = 0    f = open_latin1(file, 'r')    line = f.readline()    n = 10000 # the number of non-comment lines to scan for hints if _has_f_header(line):        n = 0 elif _has_f90_header(line):        n = 0        result = 1 while n>0 and line:        line = line.rstrip() if line and line[0]!='!':            n -= 1 if (line[0]!='\t' and _free_f90_start(line[:5])) or line[-1:]=='&':                result = 1 break        line = f.readline()    f.close() return result
",,,less ; sum ; all ; fix ; min ; det ; has_f90_header ; rstrip ; strip ; tri ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
has_f90_header(src):,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/__init__.py,,,,has_f90_header ; ix_ ; fix ; ,Return ;Return ;Return ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/gnu.py,,,,int_func ; TD ; put ; filepath_from_subprocess_output ; exec_command ; put ; _sub ; get ; _info ; info ; get ; cross ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
is_win64():,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/gnu.py," Handle the different versions of GNU fortran compilers # Strip warning(s) that may be emitted by gfortran while version_string.startswith('gfortran: warning'):            version_string = version_string[version_string.find('\n') + 1:]
 # Gfortran versions from after 2010 will output a simple string # (usually ""x.y"", ""x.y.z"" or ""x.y.z-q"") for ``-dumpversion``; older # gfortrans may still return long version strings (``-dumpversion`` was # an alias for ``--version``) if len(version_string) <= 20: # Try to find a valid version string            m = re.search(r'([0-9.]+)', version_string) if m: # g77 provides a longer version string that starts with GNU # Fortran if version_string.startswith('GNU Fortran'): return ('g77', m.group(1))
 # gfortran only outputs a version string such as #.#.#, so check # if the match is at the start of the string elif m.start() == 0: return ('gfortran', m.group(1)) else: # Output probably from --version, try harder:            m = re.search(r'GNU Fortran\s+95.*?([0-9-.]+)', version_string) if m: return ('gfortran', m.group(1))            m = re.search( r'GNU Fortran.*?\-?([0-9-.]+\.[0-9-.]+)', version_string) if m:                v = m.group(1) if v.startswith('0') or v.startswith('2') or v.startswith('3'): # the '0' is for early g77's return ('g77', v) else: # at some point in the 4.x series, the ' 95' was dropped # from the version string return ('gfortran', v)
 # If still nothing, raise an error to make the problem easy to find.        err = 'A valid Fortran version was not found in this string:\n' raise ValueError(err + version_string)
 def version_match(self, version_string):        v = self.gnu_version_match(version_string) if not v or v[0] != 'g77': return None return v[1]
    possible_executables = ['g77', 'f77']    executables = { 'version_cmd'  : [None, ""-dumpversion""], 'compiler_f77' : [None, ""-g"", ""-Wall"", ""-fno-second-underscore""], 'compiler_f90' : None,  # Use --fcompiler=gnu95 for f90 codes 'compiler_fix' : None, 'linker_so'    : [None, ""-g"", ""-Wall""], 'archiver'     : [""ar"", ""-cr""], 'ranlib'       : [""ranlib""], 'linker_exe'   : [None, ""-g"", ""-Wall""]    }    module_dir_switch = None    module_include_switch = None
 # Cygwin: f771: warning: -fPIC ignored for target (all code is # position independent) if os.name != 'nt' and sys.platform != 'cygwin':        pic_flags = ['-fPIC']
 # use -mno-cygwin for g77 when Python is not Cygwin-Python if sys.platform == 'win32': for key in ['version_cmd', 'compiler_f77', 'linker_so', 'linker_exe']:            executables[key].append('-mno-cygwin')
    g2c = 'g2c'    suggested_f90_compiler = 'gnu95'
 def get_flags_linker_so(self):        opt = self.linker_so[1:] if sys.platform == 'darwin':            target = os.environ.get('MACOSX_DEPLOYMENT_TARGET', None) # If MACOSX_DEPLOYMENT_TARGET is set, we simply trust the value # and leave it alone.  But, distutils will complain if the # environment's value is different from the one in the Python # Makefile used to build Python.  We let disutils handle this # error checking. if not target: # If MACOSX_DEPLOYMENT_TARGET is not set in the environment, # we try to get it first from the Python Makefile and then we # fall back to setting it to 10.3 to maximize the set of # versions we can work with.  This is a reasonable default # even when using the official Python dist and those derived # from it. import distutils.sysconfig as sc                g = {} try:                    get_makefile_filename = sc.get_makefile_filename except AttributeError: pass # i.e. PyPy else:                    filename = get_makefile_filename()                    sc.parse_makefile(filename, g)                target = g.get('MACOSX_DEPLOYMENT_TARGET', '10.3')                os.environ['MACOSX_DEPLOYMENT_TARGET'] = target if target == '10.3':                    s = 'Env. variable MACOSX_DEPLOYMENT_TARGET set to 10.3'                    warnings.warn(s, stacklevel=2)
            opt.extend(['-undefined', 'dynamic_lookup', '-bundle']) else:            opt.append(""-shared"") if sys.platform.startswith('sunos'): # SunOS often has dynamically loaded symbols defined in the # static library libg2c.a  The linker doesn't like this.  To # ignore the problem, use the -mimpure-text flag.  It isn't # the safest thing, but seems to work. 'man gcc' says: # "".. Instead of using -mimpure-text, you should compile all #  source code with -fpic or -fPIC.""            opt.append('-mimpure-text') return opt
 def get_libgcc_dir(self): try:            output = subprocess.check_output(self.compiler_f77 +                                            ['-print-libgcc-file-name']) except (OSError, subprocess.CalledProcessError): pass else:            output = filepath_from_subprocess_output(output) return os.path.dirname(output) return None
 def get_libgfortran_dir(self): if sys.platform[:5] == 'linux':            libgfortran_name = 'libgfortran.so' elif sys.platform == 'darwin':            libgfortran_name = 'libgfortran.dylib' else:            libgfortran_name = None
        libgfortran_dir = None if libgfortran_name:            find_lib_arg = ['-print-file-name={0}'.format(libgfortran_name)] try:                output = subprocess.check_output( self.compiler_f77 + find_lib_arg) except (OSError, subprocess.CalledProcessError): pass else:                output = filepath_from_subprocess_output(output)                libgfortran_dir = os.path.dirname(output) return libgfortran_dir
 def get_library_dirs(self):        opt = [] if sys.platform[:5] != 'linux':            d = self.get_libgcc_dir() if d: # if windows and not cygwin, libg2c lies in a different folder if sys.platform == 'win32' and not d.startswith('/usr/lib'):                    d = os.path.normpath(d)                    path = os.path.join(d, ""lib%s.a"" % self.g2c) if not os.path.exists(path):                        root = os.path.join(d, *((os.pardir, ) * 4))                        d2 = os.path.abspath(os.path.join(root, 'lib'))                        path = os.path.join(d2, ""lib%s.a"" % self.g2c) if os.path.exists(path):                            opt.append(d2)                opt.append(d) # For Macports / Linux, libgfortran and libgcc are not co-located        lib_gfortran_dir = self.get_libgfortran_dir() if lib_gfortran_dir:            opt.append(lib_gfortran_dir) return opt
 def get_libraries(self):        opt = []        d = self.get_libgcc_dir() if d is not None:            g2c = self.g2c + '-pic'            f = self.static_lib_format % (g2c, self.static_lib_extension) if not os.path.isfile(os.path.join(d, f)):                g2c = self.g2c else:            g2c = self.g2c
 if g2c is not None:            opt.append(g2c)        c_compiler = self.c_compiler if sys.platform == 'win32' and c_compiler and \                c_compiler.compiler_type == 'msvc':            opt.append('gcc') if sys.platform == 'darwin':            opt.append('cc_dynamic') return opt
 def get_flags_debug(self): return ['-g']
 def get_flags_opt(self):        v = self.get_version() if v and v <= '3.3.3': # With this compiler version building Fortran BLAS/LAPACK # with -O3 caused failures in lib.lapack heevr,syevr tests.            opt = ['-O2'] else:            opt = ['-O3']        opt.append('-funroll-loops') return opt
 def _c_arch_flags(self):",,,is_win64 ; tri ; diff ; tri ; startswith ; tri ; find ; tri ; put ; tri ; put ; all ; pv ; dump ; pv ; tri ; dump ; tri ; find ; tri ; tri ; tri ; startswith ; tri ; put ; tri ; put ; tri ; put ; put ; tri ; tri ; startswith ; tri ; find ; tri ; tri ; tri ; tri ; pv ; dump ; all ; cond ; fix ; all ; all ; mod ; mod ; get ; all ; append ; get ; diff ; get ; get ; all ; max ; get ; tri ; get ; get ; get ; get ; var ; stack ; append ; startswith ; all ; load ; load ; load ; all ; source ; append ; put ; put ; all ; put ; filepath_from_subprocess_output ; put ; _sub ; put ; put ; find ; put ; put ; find ; all ; put ; filepath_from_subprocess_output ; put ; _sub ; put ; put ; get ; diff ; startswith ; norm ; join ; join ; join ; join ; append ; append ; get ; append ; get ; join ; append ; append ; append ; get ; roll ; append ; det ; get ; _var ; _var ; var ; find ; all ; tri ; tri ; fix ; append ; pv ; dump ; all ; fix ; cond ; all ; cond ; all ; fix ; cond ; all ; all ; mod ; mod ; append ; fix ; append ; get ; index ; get ; get ; get ; get ; get ; get ; get ; norm ; join ; join ; norm ; min ; join ; min ; append ; min ; get ; append ; get ; index ; insert ; min ; mingw32 ; insert ; min ; put ; put ; all ; put ; filepath_from_subprocess_output ; put ; _sub ; put ; put ; block ; block ; block ; encode ; _info ; info ; decode ; rstrip ; strip ; tri ; put ; put ; is_win64 ; split ; split ; join ; join ; put ; put ; join ; put ; put ; who ; who ; put ; put ; all ; put ; put ; all ; is_win64 ; put ; put ; sum ; rate ; endswith ; lower ; append ; append ; put ; put ; insert ; insert ; put ; put ; get ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/fcompiler/intel.py,,,,prod ; product ; int_func ; simple_version_match ; dummy_fortran_file ; ,Body ;Body ;Body ;Body ;Body ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_exec_command.py,,,,int_func ; exec_command ; get ; get_pythonexe ; exec_command ; assert_ ; assert_warns ; tempdir ; std ; mod ; tri ; _info ; info ; tri ; tri ; _std ; _std ; std ; std ; exec_command ; std ; _std ; _std ; std ; _std ; _std ; std ; _std ; _std ; std ; trace ; _std ; _std ; std ; _std ; _std ; std ; std ; _std ; _std ; std ; _std ; _std ; std ; std ; exec_command ; std ; _std ; _std ; std ; _std ; _std ; std ; _std ; _std ; std ; trace ; _std ; _std ; std ; _std ; _std ; std ; std ; _std ; _std ; std ; trace ; _std ; _std ; std ; exec_command ; _exec_command ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;Argument ;Argument ;Argument ;
test_exec_command_stdout():,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_exec_command.py,,,,replace ; std ; replace ; place ; sum ; exec_command ; _std ; _std ; std ; tri ; _std ; _std ; std ; assert_ ; assert_warns ; exec_command ; _std ; _std ; std ; tri ; _std ; _std ; std ; assert_ ; assert_warns ; exec_command ; _std ; _std ; std ; exec_command ; _exec_command ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;Argument ;Argument ;Argument ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_fcompiler.py,,,,int_func ; assert_ ; ,Body ;Body ;
test_fcompiler_flags(monkeypatch):,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_fcompiler.py,,,,new_fcompiler ; _var ; _var ; var ; var ; get ; _var ; _var ; var ; var ; get ; _var ; _var ; var ; var ; assert_ ; var ; get ; _var ; _var ; var ; var ; get ; _var ; _var ; var ; var ; assert_ ; assert_ ; append ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_from_template.py,"pyf_src = python module foo    <_rd=real,double precision>    interface        subroutine <s,d>foosub(tol)            <_rd>, intent(in,out) :: tol        end subroutine <s,d>foosub    end interfaceend python module foo",,,process_str ; process_str ; equal ; eq ; assert_equal ; assert_ ; assert_equal ; mod ; real ; mod ; mod ; real ; mod ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
normalize_whitespace(s):,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_from_template.py,"     Remove leading and trailing whitespace, and convert internal    stretches of whitespace to a single space.",,,conv ; join ; split ; split ; ,Body ;Return ;Return ;Return ;
